cr;c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49;c50;c51;c52;c53;c54;c55;c56;c57;c58;c59;c60;c61;c62;c63;c64;c65;c66;c67;c68;c69;c70;c71;c72;c73;c74;c75;c76;c77;c78;c79;c80;c81;c82;c83;c84;c85;c86;c87;c88;c89;c90;c91;c92;c93;c94;c95;c96;c97;c98;c99;c100;c101;c102;c103;c104;c105;c106;c107;c108;c109;c110;c111;c112;c113;c114;c115;c116;c117;c118;c119;c120;c121;c122;c123;c124;c125;c126;c127;c128;c129;c130;c131;c132;c133;c134;c135;c136;c137;c138;c139;c140;c141;c142;c143;c144;c145;c146;c147;c148;c149;c150;c151;c152;c153;c154;c155;c156;c157;c158;c159;c160;c161;c162;c163;c164;c165;c166;c167;c168;c169;c170;c171;c172;c173;c174;c175;c176;c177;c178;c179;c180;c181;c182;c183;c184;c185;c186;c187;c188;c189;c190;c191;c192;c193;c194;c195;c196;c197;c198;c199;c200;c201;c202;c203;c204;c205;c206;c207;c208;c209;c210;c211;c212;c213;c214;c215;c216;c217;c218;c219;c220;c221;c222;c223;c224;c225;c226;c227;c228;c229;c230;c231;c232;c233;c234;c235;c236;c237;c238;c239;c240;c241;c242;c243;c244;c245;c246;c247;c248;c249;c250;c251;c252;c253;c254;c255;c256;c257;c258;c259;c260;c261;c262;c263;c264;c265;c266;c267;c268;c269;c270;c271;c272;c273;c274;c275;c276;c277;c278;c279;c280;c281;c282;c283;c284;c285;c286;c287;c288;c289;c290;c291;c292;c293;c294;c295;c296;c297;c298;c299
r85;29.014;22.277;13.244;27.687;25.624;28.234;25.752;3.621;15.204;25.831;12.637;2.88;3.17;6.183;21.99;20.502;15.123;28.91;3.129;19.299;12.125;20.495;12.8;19.658;15.628;17.182;10.781;11.16;14.686;26.918;23.293;3.317;22.932;11.064;17.932;7.382;21.134;26.16;20.03;22.222;25.346;4.858;2.303;22.663;9.103;12.978;2.019;7.72;14.512;15.866;27.297;18.799;17.99;16.335;22.234;8.909;9.351;21.067;15.128;27.907;21.532;5.083;9.311;23.37;15.453;28.908;16.892;27.459;6.326;8.682;7.002;23.034;1.399;25.76;13.39;27.518;22.731;15.643;28.793;25.295;7.052;24.727;7.058;29.374;26.777;3.433;14.445;19.81;9.202;26.891;17.583;17.33;4.449;25.104;7.648;23.065;9.365;7.007;17.228;1.234;9.158;23.068;12.385;24.17;16.148;22.082;9.074;29.034;26.277;5.74;16.039;17.394;16.72;22.95;21.947;13.261;1.092;19.911;4.747;2.934;13.728;3.936;22.209;8.078;25.921;22.33;19.511;17.835;17.891;19.3;23.971;20.188;28.883;9.776;14.872;20.715;1.263;29.474;28.06;26.696;27.649;9.827;13.544;3.99;14.846;13.105;5.835;12.533;17.221;24.234;10.192;3.886;17.572;5.257;14.65;9.194;16.028;25.962;17.713;12.606;4.433;1.882;25.312;10.168;16.144;1.138;9.047;3.517;5.46;14.271;11.567;11.748;20.396;5.693;11.407;13.573;26.78;2.87;2.035;7.512;28.59;26.433;23.476;2.801;20.049;12.834;16.504;26.417;12.526;12.949;4.538;13.44;19.609;25.626;23.896;9.237;9.834;14.718;13.735;22.214;11.743;2.725;13.445;18.93;4.838;21.888;7.312;3.191;2.473;4.227;21.825;22.436;3.574;26.826;8.186;28.927;2.405;19.188;27.709;2.196;29.101;6.329;10.317;21.258;6.912;11.68;29.545;13.674;25.241;16.124;21.621;8.856;6.665;16.417;23.764;27.841;9.279;20.678;9.113;25.714;13.078;24.459;28.214;21.242;12.009;10.597;2.654;3.858;7.372;18.505;29.689;14.2;24.758;17.08;12.493;13.6;29.608;28.351;20.621;28.767;2.951;17.639;21.464;23.047;7.067;2.441;16.012;6.686;28.399;2.235;26.512;16.289;4.737;28.413;21.525;7.576;1.195;19.741;5.313;9.275;27.159;29.364;9.113;4.633;14.755;17.641;23.02;29.175;7.854;20.718;11.616;17.182;5.061;3.161;20.663;29.967;28.115;28.672;12.695;19.463
r86;8.664;15.389;25.415;14.679;9.431;13.587;18.129;18.427;7.748;2.02;26.696;19.924;26.197;23.943;10.153;19.438;4.506;3.778;24.637;17.959;28.212;7.516;3.971;29.995;20.48;4.991;24.091;29.092;21.878;21.0;27.073;14.17;11.224;3.525;19.883;25.194;5.424;1.4;24.984;10.236;26.043;14.911;22.342;21.897;28.544;26.323;29.001;19.709;7.646;10.54;8.822;2.947;1.357;29.574;2.155;1.23;24.845;26.684;20.716;3.279;9.582;18.299;9.551;24.147;19.771;19.43;13.593;5.335;10.996;1.08;21.041;6.042;13.287;11.244;24.309;9.251;15.489;1.347;14.977;23.844;22.944;22.03;13.588;6.377;24.537;5.495;10.601;14.945;23.874;28.951;1.19;22.389;1.158;17.047;12.644;18.573;14.07;17.504;12.335;26.788;3.302;2.733;16.897;7.017;9.743;29.991;8.112;5.872;19.499;5.862;1.185;16.019;5.454;9.648;6.661;13.942;19.547;22.551;12.742;14.227;29.307;6.851;29.152;23.906;1.495;18.28;21.87;18.118;8.904;22.015;10.323;17.765;27.79;25.854;16.079;3.892;19.434;19.215;1.273;29.436;21.686;22.523;1.817;17.926;1.05;14.473;4.828;1.945;25.592;29.963;12.132;5.776;21.922;24.832;15.51;21.088;12.074;15.159;12.26;12.498;3.362;10.416;17.34;22.905;12.012;29.824;17.277;24.615;6.383;15.982;24.435;22.855;24.007;2.19;29.812;20.876;2.675;4.866;27.781;24.914;5.572;5.467;14.151;13.51;28.583;19.171;9.056;6.064;9.945;12.87;16.006;17.941;7.642;15.737;21.339;3.02;10.788;6.709;13.81;26.616;20.535;24.339;13.175;21.19;10.062;16.111;29.447;24.48;7.622;27.518;13.058;12.887;5.051;29.975;7.346;14.517;18.481;2.402;15.79;14.701;12.081;28.654;22.918;28.06;3.358;28.231;10.735;23.016;1.216;9.526;23.655;22.41;11.377;11.932;24.806;28.957;6.695;18.457;19.151;9.059;13.559;2.652;25.708;7.075;22.01;4.536;22.388;19.946;28.382;29.134;29.971;18.826;22.932;8.173;8.652;14.453;6.333;29.503;28.219;29.107;18.535;27.357;29.884;7.08;15.957;15.668;25.826;23.118;27.251;25.138;3.878;28.483;8.131;28.839;3.834;13.927;25.739;8.993;7.374;29.576;11.291;26.207;20.072;20.959;22.365;5.33;11.997;6.671;5.67;24.051;26.233;7.432;9.121;16.421;20.361;9.465;22.951;20.697;5.557;20.755
r87;1.813;23.254;18.297;5.946;8.574;7.207;27.801;4.825;25.228;4.397;27.129;3.487;7.749;4.868;25.832;24.808;9.886;2.389;7.285;21.805;1.861;25.132;25.255;29.844;19.17;3.94;23.555;23.424;14.743;18.386;18.305;7.979;9.711;1.043;21.456;18.097;22.381;21.838;22.011;9.623;6.073;29.048;24.114;2.927;4.219;10.964;8.797;27.978;27.858;13.591;2.343;6.04;20.609;22.839;6.703;23.462;14.049;6.167;2.707;12.142;11.749;8.45;9.508;13.337;18.291;11.035;8.947;22.696;12.314;5.524;22.792;11.174;6.834;4.518;24.405;28.462;11.593;7.788;21.879;26.946;8.783;15.913;28.191;24.803;27.568;26.382;29.993;27.404;11.826;22.725;29.728;1.044;8.649;16.119;7.359;17.299;29.57;27.841;7.075;29.624;13.978;20.361;28.307;4.756;23.797;21.816;21.681;29.11;8.281;10.237;17.083;19.69;23.623;9.852;20.022;26.59;5.775;2.029;27.592;8.842;21.264;9.935;17.491;11.755;21.831;1.229;22.565;6.249;19.85;12.062;13.658;13.036;26.181;8.089;10.755;28.8;4.24;21.159;4.127;21.28;26.957;10.521;12.911;17.778;27.525;6.662;13.824;20.248;18.743;15.088;17.551;1.011;27.499;1.521;14.048;24.167;25.938;18.208;6.391;6.71;19.517;3.075;8.208;20.517;11.832;17.683;22.506;28.894;21.033;6.533;9.557;24.807;20.606;24.393;27.471;5.801;21.332;27.754;15.084;18.732;25.173;2.426;27.25;26.617;26.519;10.62;9.93;18.49;14.438;15.634;13.802;11.862;7.237;11.61;21.619;19.4;21.362;17.681;6.485;25.869;9.002;8.527;23.88;6.263;17.582;8.969;16.45;15.133;1.176;23.011;1.136;10.91;24.65;8.998;18.408;25.081;26.242;4.01;26.181;8.619;5.141;27.242;8.784;17.927;28.835;7.404;2.518;18.39;1.855;5.675;12.734;16.48;12.645;19.647;25.058;25.564;6.588;25.326;9.309;11.36;7.917;24.045;23.347;3.076;22.622;14.365;16.648;15.199;25.259;19.766;5.11;22.449;5.91;17.065;27.812;25.213;20.919;15.709;14.878;13.868;25.852;6.255;21.822;16.412;22.044;11.1;20.6;28.686;12.788;21.191;16.139;15.468;23.272;26.93;17.64;28.401;6.647;10.974;1.296;14.669;20.123;28.386;2.078;16.16;3.512;9.258;9.152;2.062;11.921;24.692;15.774;5.181;23.351;19.153;22.942;9.094;21.915;10.991;13.799;29.531
r88;29.526;28.215;27.873;16.222;5.18;24.887;13.809;7.878;13.694;16.198;21.423;1.928;5.976;28.121;15.762;17.104;8.301;8.87;14.022;10.511;16.398;2.175;13.384;16.929;17.287;10.007;5.88;17.468;20.538;27.728;20.241;15.895;29.698;16.301;17.894;9.422;1.842;18.896;28.644;7.534;28.119;28.939;21.112;5.782;27.713;14.619;9.637;24.927;14.665;3.549;2.463;9.583;4.693;16.651;18.72;14.287;6.737;5.649;4.509;27.031;16.659;1.137;5.263;7.752;7.511;8.842;23.607;13.635;6.279;20.044;21.833;20.638;18.508;27.599;28.608;15.618;19.164;3.472;29.051;10.453;24.487;21.503;22.666;15.337;29.688;12.689;13.733;5.836;14.918;16.702;17.227;18.286;2.203;14.495;3.799;29.671;10.439;8.489;15.618;14.796;28.063;20.24;10.103;29.723;14.245;3.333;26.72;9.55;7.224;19.784;24.213;23.108;28.31;6.756;26.693;21.39;21.998;23.593;25.083;17.03;24.258;27.624;11.439;15.701;3.289;17.515;11.217;15.298;14.664;26.197;9.431;28.483;19.726;5.361;19.702;19.674;7.203;13.116;2.694;29.734;11.174;25.433;29.787;1.178;15.979;5.658;24.236;25.16;10.308;8.162;9.092;23.932;2.86;20.29;4.764;9.113;8.686;13.852;14.234;18.917;29.348;15.851;20.899;21.923;16.956;11.078;3.243;8.242;23.951;16.318;12.435;25.633;15.267;14.396;10.299;2.105;18.07;23.138;22.031;28.341;28.033;9.901;16.214;24.634;18.404;18.762;22.058;6.453;5.084;23.376;5.942;9.435;20.91;22.891;12.188;4.373;25.871;1.589;14.008;7.184;15.837;17.377;7.351;8.491;25.794;21.35;17.5;1.573;28.796;21.398;15.352;1.898;3.074;24.421;25.648;4.036;26.807;17.92;19.611;10.278;5.506;4.255;5.042;2.8;7.896;27.813;24.385;16.501;22.029;23.984;4.307;22.3;26.159;1.7;11.07;18.887;29.493;26.996;3.289;16.978;26.042;18.625;26.521;1.972;20.143;15.932;17.883;17.602;23.439;19.315;25.735;28.606;7.646;9.17;6.855;3.607;5.919;2.311;24.875;28.594;13.912;4.614;12.192;25.797;10.462;13.376;4.265;22.531;6.642;7.026;11.818;17.375;13.534;14.967;9.484;14.517;28.53;22.341;1.515;6.64;29.065;14.845;14.45;29.685;12.106;28.708;27.427;18.728;17.51;25.891;18.836;13.015;13.022;14.11;10.857;1.72;20.686;6.612;19.812;10.33
r89;21.245;7.592;13.023;14.375;8.73;6.809;14.285;4.602;29.544;13.073;16.813;28.008;9.578;25.328;10.228;10.476;16.916;23.168;12.586;9.649;3.497;5.733;7.256;9.725;7.429;25.651;6.04;28.133;19.36;22.732;29.447;25.064;17.453;6.678;17.612;22.912;26.872;21.92;18.824;5.446;2.997;27.441;4.854;5.093;10.737;16.246;21.505;17.783;13.408;25.826;25.749;6.289;7.935;23.778;4.389;10.067;2.462;15.088;17.886;25.956;12.701;5.522;9.921;3.85;24.34;19.909;14.98;4.856;15.869;7.26;29.967;26.564;5.471;28.349;17.56;1.021;19.527;27.372;14.465;13.406;24.135;11.323;19.89;3.307;11.973;19.251;4.168;22.751;25.084;3.316;26.22;28.822;11.072;26.318;14.835;8.887;27.371;21.272;26.709;24.848;11.637;24.622;16.882;27.145;19.125;23.068;18.777;24.488;7.505;27.079;2.631;12.338;22.236;29.33;15.301;12.076;13.79;19.583;2.814;3.287;9.962;11.215;10.505;5.786;10.776;4.62;22.532;26.94;6.612;6.591;19.46;13.246;11.859;6.223;28.522;11.764;16.051;12.073;24.181;12.351;26.827;2.375;13.519;25.542;3.378;1.046;25.647;26.624;12.959;11.343;27.732;17.437;28.16;14.217;29.271;19.87;7.164;28.278;20.97;5.208;22.184;20.66;20.383;15.498;12.196;15.945;1.622;6.552;20.262;9.797;29.651;22.211;11.132;10.107;2.356;24.723;15.074;20.831;9.912;26.01;16.982;3.105;9.554;19.781;28.0;11.465;20.07;9.498;26.012;13.808;18.965;17.849;16.563;29.461;11.063;29.794;23.34;2.0;17.51;13.531;4.564;20.237;19.336;11.759;8.115;17.92;9.814;28.272;1.076;29.497;17.193;6.945;27.153;21.424;14.412;22.836;18.483;9.61;20.852;2.37;22.999;3.429;25.136;14.137;18.755;18.789;3.811;29.992;23.479;15.445;18.782;29.496;12.586;3.967;6.399;20.284;29.271;24.624;11.626;4.463;6.721;21.874;24.667;28.652;22.339;7.51;28.501;3.348;12.031;22.99;11.074;2.394;3.823;5.215;13.648;2.594;11.126;15.154;5.155;25.821;1.576;3.127;5.823;28.708;26.724;3.243;2.645;25.824;7.766;23.631;29.593;27.443;21.993;2.99;8.113;13.72;24.614;11.07;19.395;28.252;15.144;26.72;5.246;1.365;18.296;24.531;5.877;2.578;22.827;2.89;1.711;18.866;18.814;17.115;28.824;27.405;26.727;16.984;6.591;11.076
r90;25.314;13.139;21.883;14.055;19.16;1.845;6.303;6.768;12.492;8.72;5.286;27.35;24.411;16.657;27.68;26.708;17.526;15.465;17.12;13.403;29.842;3.213;6.22;26.509;14.006;13.975;14.762;18.271;1.016;23.074;24.996;8.952;8.324;7.709;23.797;6.266;29.273;28.122;7.461;4.294;6.968;23.819;6.968;18.84;15.126;16.333;10.366;3.201;10.43;18.941;22.122;3.192;17.664;24.195;20.392;5.89;11.413;2.432;14.586;27.042;13.876;27.046;22.026;26.312;4.608;9.405;5.008;29.886;13.257;19.872;24.254;28.916;24.121;17.653;3.377;26.151;7.759;26.93;8.232;24.736;14.349;26.628;27.884;13.878;8.512;29.722;28.893;5.671;8.3;13.129;29.09;9.986;7.461;15.94;18.886;28.047;21.777;13.064;10.168;22.144;6.139;28.634;27.786;3.51;27.943;15.342;22.224;28.164;16.194;9.129;29.915;17.115;21.78;7.414;10.809;2.223;18.177;3.886;3.394;15.063;17.823;28.374;17.812;27.958;29.507;19.644;20.095;5.415;9.607;26.331;27.564;21.434;24.12;15.02;2.392;7.997;5.543;8.473;24.665;13.146;2.071;8.368;23.648;4.505;8.467;25.244;6.296;1.056;23.241;7.13;22.63;27.552;23.142;27.616;27.671;2.294;5.183;25.126;25.774;7.757;13.621;24.125;23.284;24.219;27.732;18.245;15.69;26.331;16.727;2.44;6.635;11.775;10.883;21.665;8.129;5.672;29.188;9.146;14.738;6.715;6.826;1.341;1.431;5.895;22.139;22.724;22.543;12.0;28.627;10.902;14.2;20.542;29.56;15.912;27.413;21.813;3.862;18.745;15.626;26.987;13.51;3.511;25.057;18.554;4.936;29.039;26.297;29.085;2.68;12.77;28.845;22.478;29.837;22.692;17.533;19.7;16.644;17.031;12.151;8.186;20.503;8.539;26.625;2.963;22.351;6.891;25.834;4.48;1.87;5.39;1.056;1.254;27.436;7.654;7.303;15.654;23.347;24.555;19.794;16.1;5.997;24.006;27.88;3.779;26.097;12.697;17.361;8.502;26.107;19.036;21.594;26.601;22.18;24.81;27.678;28.025;4.569;28.833;11.085;19.046;17.916;4.951;7.708;15.425;17.382;19.866;15.1;13.155;28.496;28.25;28.856;8.593;10.134;13.759;22.299;27.975;26.121;4.632;1.831;20.679;1.151;28.165;24.976;6.252;23.212;19.318;26.773;3.003;19.161;10.7;4.833;10.269;2.518;25.972;19.429;16.261;21.254;13.114;11.429;8.194
r91;23.142;29.666;8.704;11.266;27.396;7.77;22.656;3.253;27.479;16.535;26.332;25.976;28.549;6.104;10.657;16.058;14.953;14.494;28.529;24.519;19.729;24.639;14.225;8.386;13.912;10.826;5.61;5.756;1.699;15.416;16.384;1.963;19.813;8.637;15.928;5.837;26.217;25.165;23.845;7.743;4.095;7.639;22.358;22.733;7.026;2.049;1.48;4.106;12.431;11.397;22.272;10.992;21.422;6.95;10.33;1.244;19.042;4.942;25.305;22.032;25.579;15.551;11.963;4.725;22.659;17.779;4.614;5.38;8.121;24.913;20.083;11.897;16.03;28.373;8.356;13.303;26.654;20.435;29.893;28.209;20.015;3.269;7.17;29.662;29.868;1.555;10.541;1.594;22.576;10.304;3.631;20.943;3.107;22.974;10.384;6.856;17.722;7.254;25.789;15.073;5.564;10.648;22.615;26.663;4.266;23.091;2.105;7.346;5.906;4.701;20.569;16.229;26.065;29.832;22.321;25.944;5.899;15.472;2.218;25.281;1.269;23.419;29.227;25.222;28.639;9.983;29.632;14.472;16.025;20.06;14.129;27.255;10.189;3.05;19.72;14.726;4.347;15.963;1.099;27.26;17.175;10.95;10.34;1.586;16.049;9.562;2.203;2.221;27.799;9.83;16.501;15.98;3.808;6.545;28.326;14.647;8.158;12.66;13.066;5.125;5.65;21.014;24.75;7.757;24.426;16.031;9.662;27.074;28.676;3.388;8.748;20.181;5.465;17.832;18.352;10.282;24.981;27.065;19.683;27.248;25.771;23.224;7.855;28.874;2.858;18.331;26.734;24.96;29.488;20.224;28.05;29.559;29.589;28.848;23.323;12.895;15.2;29.837;10.658;24.012;17.638;29.848;17.681;20.771;4.637;16.033;29.903;17.311;29.722;11.509;19.754;7.857;4.449;6.551;22.878;7.784;12.944;24.63;12.471;22.411;19.67;4.981;28.391;4.001;4.942;3.322;24.811;20.396;13.353;29.066;18.017;17.565;24.903;23.44;9.942;25.541;20.835;20.216;3.62;13.436;22.723;15.646;25.99;2.883;7.392;3.238;25.221;16.751;1.854;10.172;16.113;3.892;7.923;26.433;8.47;9.984;9.728;21.385;20.822;28.192;15.917;11.387;3.073;4.93;21.984;13.407;16.199;20.669;9.277;17.389;27.46;18.783;1.954;16.037;17.451;22.321;22.75;20.421;27.073;24.459;24.38;6.936;9.536;21.813;1.062;7.617;9.932;28.047;8.4;17.829;20.439;5.021;9.885;8.074;23.324;9.694;13.127;16.406;17.645;3.212
r92;5.451;3.965;6.875;4.522;24.76;28.585;3.79;17.016;20.511;25.371;28.18;21.637;20.819;10.053;11.972;2.415;6.436;10.979;3.975;19.865;18.874;3.385;17.944;12.798;1.51;3.192;1.095;4.797;21.071;28.173;8.413;21.149;16.365;18.685;20.696;29.708;20.493;6.356;14.136;28.134;25.175;24.301;16.092;12.083;6.692;21.24;20.068;3.343;25.985;15.985;22.119;23.499;9.458;6.746;4.872;12.179;9.787;23.276;6.504;29.333;20.635;8.651;20.163;10.995;4.86;27.944;5.562;25.356;10.47;27.4;11.575;15.767;27.687;28.879;19.662;21.548;12.878;5.845;26.028;5.918;22.76;2.355;20.092;23.98;18.52;29.868;23.091;19.476;28.926;27.012;1.67;2.901;27.436;13.017;22.786;25.002;12.012;8.383;26.691;13.772;29.066;27.547;26.859;6.35;29.544;14.054;17.418;18.551;3.768;10.003;16.436;24.301;19.886;9.301;19.131;23.564;2.427;15.526;12.928;14.494;14.129;14.772;27.173;17.679;22.639;19.729;13.561;23.179;6.625;17.135;17.827;26.263;11.973;4.041;25.736;13.793;18.127;23.417;5.46;9.889;6.121;3.199;3.553;22.792;28.844;7.809;11.644;14.196;13.392;15.948;16.118;27.832;25.788;1.374;21.573;21.118;11.438;6.615;17.516;24.507;15.259;15.806;18.024;3.471;11.807;4.77;6.314;11.958;11.164;14.798;4.847;7.271;22.686;16.087;4.772;26.448;6.679;27.891;11.825;23.471;17.222;26.568;17.867;25.834;16.71;6.02;8.065;18.857;9.986;6.512;7.999;18.269;5.86;23.73;24.357;20.746;13.591;26.63;2.334;25.775;20.758;28.194;21.99;19.234;15.357;23.576;20.122;28.244;14.11;24.198;20.94;23.911;10.357;5.375;16.081;21.084;15.675;25.039;15.967;12.015;17.626;19.985;2.583;15.973;12.828;17.483;27.334;15.431;14.903;17.05;22.143;3.163;20.219;4.409;28.059;13.164;25.514;20.726;9.555;10.689;7.436;24.593;19.392;14.476;4.365;12.557;4.437;4.624;22.086;2.925;17.864;24.39;15.854;18.171;14.228;13.895;17.791;12.32;21.892;22.022;26.189;15.18;27.947;4.076;7.1;22.207;24.365;8.866;9.797;9.984;18.743;14.754;24.121;19.19;18.533;8.467;16.227;21.881;27.098;20.061;2.324;29.838;17.885;29.785;15.579;14.57;13.993;9.132;18.735;16.982;21.901;5.88;8.725;17.455;13.658;5.718;5.418;2.95;7.288;6.47
r93;16.378;28.094;3.724;15.041;11.493;3.114;10.844;15.851;15.766;27.375;18.431;17.897;10.819;5.453;6.93;14.36;29.636;1.735;15.996;1.222;20.541;28.119;28.663;17.536;21.654;21.866;6.479;27.582;29.101;26.168;21.853;17.902;22.229;5.307;23.254;14.541;25.18;14.266;1.87;29.203;11.306;5.034;3.406;25.396;11.484;28.125;7.004;1.135;18.155;13.212;6.095;13.74;28.303;23.733;26.091;3.718;28.325;17.179;17.142;29.349;11.671;3.789;19.813;7.223;26.969;4.607;1.268;21.343;22.897;2.226;22.818;7.515;16.887;4.287;5.68;22.606;17.741;25.198;13.246;22.677;16.204;7.087;14.373;8.143;18.53;20.543;6.111;7.877;6.424;2.972;19.103;22.281;15.8;4.212;11.671;6.795;24.556;1.252;6.713;24.819;21.061;6.548;13.824;28.453;2.577;27.403;27.317;14.609;19.405;2.756;8.805;6.093;5.111;20.852;13.485;16.544;1.27;20.882;2.532;17.03;7.192;17.86;20.583;7.835;17.159;4.368;22.014;7.84;18.868;17.634;16.782;2.996;24.617;21.689;4.537;21.589;3.341;21.738;11.565;1.397;9.17;12.53;5.581;8.35;29.653;1.874;20.287;7.461;7.535;21.079;27.209;24.241;21.841;20.145;3.857;27.616;10.258;23.707;22.704;19.656;18.037;9.42;27.944;11.736;13.337;10.328;17.348;28.808;29.261;19.207;25.53;11.822;18.3;9.494;29.372;13.812;16.266;27.337;20.405;2.508;4.166;27.179;13.388;19.767;17.661;10.442;4.094;26.23;6.701;13.619;12.902;27.772;28.673;12.399;3.576;19.81;25.312;14.238;5.032;19.244;26.002;5.022;13.811;8.122;21.762;6.716;19.256;10.648;29.068;4.504;16.527;12.589;3.974;1.133;17.76;15.016;15.189;4.444;22.74;6.294;24.883;4.467;13.014;5.554;25.992;3.774;2.379;6.142;23.513;3.774;21.652;26.899;27.832;10.797;12.361;15.779;2.477;12.922;14.036;13.923;15.233;10.376;28.414;7.082;23.794;6.503;9.299;3.283;24.492;14.395;13.328;18.374;29.049;15.403;16.621;10.143;7.958;8.902;9.884;19.821;22.856;19.574;2.007;16.504;3.334;12.793;2.09;17.679;25.617;20.686;25.466;3.704;20.496;21.314;17.161;8.157;4.237;8.496;5.716;3.386;10.942;27.011;12.258;8.838;6.656;29.116;27.269;25.42;21.828;6.692;3.389;19.748;24.405;12.346;2.012;26.408;17.823;13.395;18.764;29.271
r94;20.343;27.602;28.491;29.697;25.443;5.969;24.981;10.983;24.577;11.59;9.833;14.821;17.322;29.467;4.822;6.298;20.442;14.477;2.217;12.449;29.645;11.631;5.503;4.023;15.667;10.627;19.553;6.843;22.064;27.353;1.041;2.944;16.458;5.174;23.634;13.556;6.725;25.183;19.396;3.791;9.351;10.504;28.294;12.517;16.79;3.022;15.956;16.815;21.46;25.361;24.798;24.834;23.019;1.848;17.264;11.758;8.303;3.613;19.683;9.723;9.46;8.138;21.477;2.287;9.484;26.95;14.22;29.567;5.821;14.576;1.667;3.46;15.595;4.284;27.508;29.31;4.592;7.279;28.954;16.376;29.817;23.243;9.403;11.232;28.07;1.886;1.634;22.904;6.663;16.409;24.868;24.455;25.445;1.596;15.509;25.042;1.219;1.656;22.197;27.978;14.294;15.298;17.166;6.124;20.668;5.667;29.82;17.267;3.255;1.556;16.934;26.076;24.291;16.89;24.174;1.754;4.84;6.452;20.995;25.124;29.589;18.442;25.474;9.033;14.41;7.904;14.506;16.404;15.344;25.351;16.085;27.677;8.261;1.289;2.043;6.874;28.267;1.367;14.817;12.142;6.443;4.069;16.159;3.057;27.518;6.12;3.986;28.945;25.453;10.479;7.723;26.755;2.226;23.524;8.928;28.191;16.056;15.787;18.623;23.549;11.912;21.554;19.561;26.392;23.092;17.991;17.34;18.587;26.614;24.039;19.014;14.656;13.141;24.379;11.958;9.137;9.686;22.133;12.167;11.14;18.653;23.999;1.349;5.466;15.801;16.522;3.115;7.297;16.602;28.028;22.529;7.875;1.731;25.881;2.172;13.27;19.394;1.201;29.201;9.671;2.641;5.525;29.949;23.708;2.615;29.095;2.429;20.3;14.482;13.712;16.319;22.126;14.52;21.696;25.08;3.028;8.069;5.702;26.547;3.275;10.091;20.959;13.233;27.134;24.263;17.119;2.602;11.766;24.293;13.055;18.075;22.857;10.633;10.758;16.848;24.904;22.987;17.702;8.248;25.994;12.636;18.604;8.264;24.826;17.058;13.047;14.39;15.118;18.516;23.357;9.086;8.397;27.166;8.099;27.022;28.495;14.351;10.856;21.117;25.963;12.291;17.84;1.929;24.097;18.262;16.738;9.55;11.716;14.739;18.635;19.357;4.294;25.155;29.54;21.151;22.375;27.757;12.205;18.816;20.458;15.521;25.583;13.423;5.534;7.584;3.516;27.941;7.231;28.788;2.258;24.46;22.724;5.383;5.847;18.811;3.29;19.343;2.26;4.12;26.039
